base_type,type_,text,price
gaming,virtual-reality,Xiaomi VR 3D Glass Kacamata VR dengan Remote Control Ori Original Asli,Rp965.000
gaming,virtual-reality,"Vr Box, Kacamata 3d & Game Virtual Reality, Google Cardboard",Rp35.000
gaming,virtual-reality,Oculus Quest 2 - Advanced All-In-One Virtual Reality Headset - 64 GB,Rp5.990.000
gaming,virtual-reality,Nerf Star Wars Poe Dameron Glowstrike /not doublestrike/not jolt,Rp195.000
gaming,virtual-reality,Rhino TH Taru harum Apple coffee Original,Rp17.950
gaming,virtual-reality,PROMO !! OCULUS QUEST 2 - ADVANCED GAMING VR ALL - IN - ONE HEADSET VR,Rp6.299.000
gaming,virtual-reality,Nerf Elite 2.0 Motoblitz Moto Blitz Scope 10-Dart Motorized NRRF5873,Rp849.000
gaming,virtual-reality,Lensa Kaca Virtual Reality Google CardBoard 3D VR Glasses *AC09,Rp19.000
gaming,virtual-reality,BOBOVR F2 Fitness Facial Interface Fan With Magnet for Oculus Quest 2,Rp549.000
gaming,virtual-reality,VIRTUAL REALITY FOR SMARTPHONE + REMOTE BLUETOOTH / VR BOX 2.0,Rp83.000
gaming,virtual-reality,VR BOX T 360°,Rp3.000.000
gaming,virtual-reality,CORKCICLE Camo Sport Canteen 20oz,Rp799.000
gaming,virtual-reality,Oculus Quest 2 Aolion Charging Dock,Rp538.000
gaming,virtual-reality,Smartphone Virtual Reality Kacamata 3D VR Box 3D Glasses,Rp30.000
gaming,virtual-reality,Shinecon VR Box IMAX Giant Screen Virtual Reality Glasses - G10,Rp75.854
gaming,virtual-reality,GeekCase Oculus Quest Hard Case/Travel Case by GeekGamer,Rp400.000
gaming,virtual-reality,TRIMPOT VR 301,Rp600
gaming,virtual-reality,Shinecon VR Box IMAX Giant Screen Virtual Reality Glasses - G06B,Rp78.118
gaming,virtual-reality,Shinecon VR Box IMAX Giant Screen Virtual Reality Glasses - G10,Rp81.900
gaming,virtual-reality,Panduan Aplikasi Virtual Reality (VR),Rp48.750
gaming,virtual-reality,P∆KET KOMPLIT ALAT BAKO 100gr MURAH CETAKAN KECIL GAUL ROLL,Rp33.999
gaming,virtual-reality,"full body tracking strap, untuk motion capture vive tracker etc",Rp390.000
gaming,virtual-reality,BoboVR F2 Fan Face Anti Fog M2 Strap Oculus Quest 2,Rp530.000
gaming,virtual-reality,VR 3D BOX IMAX GIANT SCREEN SHINECON G10,Rp135.000
gaming,virtual-reality,Kiwi Design Comfort Head Strap with Battery for Meta / Oculus Quest 2,Rp1.049.000
gaming,virtual-reality,FIIT VR 5F Headset With Fan Cooler VR & 3D Virtual Reality Glasses,Rp275.000
gaming,virtual-reality,Nerf Roblox MM2 Shark Seeker Blaster NRRF2489 Original,Rp489.000
