base_type,type_,text,price
komputer-laptop,desktop-mini-pc,PC RAKITAN INTEL CORE i5 3470/SSD 128 GB,Rp1.680.000
komputer-laptop,desktop-mini-pc,PC CPU Slim Built Up Core i5 Ram 16Gb HD 500Gb,Rp2.050.000
komputer-laptop,desktop-mini-pc,Cpu buil-up HP mini pc destop pro6300/8300 core i3/i5/i7 SOCET 1155,Rp580.000
komputer-laptop,desktop-mini-pc,ASUS Zen AiO 24 A5401WRAK-BA581WS SSD - i5 10500T - 8GB - 1TB + 512GB,Rp10.999.000
komputer-laptop,desktop-mini-pc,PC DELL OPTIPLEX 3020 SFF I5 GEN 4 4570 RAM/SSD PILIH VARIAN,Rp1.200.000
komputer-laptop,desktop-mini-pc,PC RAKITAN CPU RAKITAN INTEL CORE I5 3470 4GB HD 500GB,Rp1.180.000
komputer-laptop,desktop-mini-pc,CPU AC DC untuk Pertamini pom mini bisa edit nama dan password,Rp285.000
komputer-laptop,desktop-mini-pc,Pc Rakitan i5-4670 Ram 8GB SSD 240GB Second Murah,Rp1.150.000
komputer-laptop,desktop-mini-pc,DOTMÒD AIO V2,Rp1.450.000
komputer-laptop,desktop-mini-pc,"HP All-in-One 22-DD2010D - i3-1215U/4/512/21.5""/W11+OHS/WHITE/6L2F3PA",Rp8.229.000
komputer-laptop,desktop-mini-pc,promo pc rakitan intel i5 4590 ram 16gb ssd 256gb murah,Rp1.699.000
komputer-laptop,desktop-mini-pc,Industrial Mini PC G30 Intel N5105 Fanless 4x LAN i225V3 2.5G Router,Rp2.850.000
komputer-laptop,desktop-mini-pc,Apple Mac Studio 2022 M1 Max / M1 Ultra - Garansi Resmi iBox Indonesia,Rp45.999.000
komputer-laptop,desktop-mini-pc,Intel NUC 11ATKC4 (256/8/w11pro),Rp3.340.000
komputer-laptop,desktop-mini-pc,PC Rakitan Gaming dan Editing fullset Custom PC Rakitan,Rp15.848.000
komputer-laptop,desktop-mini-pc,Rak CPU Tray CPU Tempat CPU Tatakan CPU - DK-CT3,Rp120.000
komputer-laptop,desktop-mini-pc,Pc Gaming AMD Ryzen 3 3200G With Radeon Vega 8 #6,Rp2.550.000
komputer-laptop,desktop-mini-pc,Acer Aspire All in One C24-1700-I5-512/23.8'' Core i5 [DQ.BJWSN.001],Rp11.099.000
komputer-laptop,desktop-mini-pc,Apple iMac M1 2021 24 inch 8CPU 7GPU 256GB - Garansi Resmi iBox,Rp20.999.000
komputer-laptop,desktop-mini-pc,Cartridge Hannya Airtok,Rp45.000
komputer-laptop,desktop-mini-pc,"ASUS PC ALL IN ONE V222GAK BA142W J4005 4GB 256GB SSD 21,5 FHD W11",Rp5.016.620
komputer-laptop,desktop-mini-pc,Paket Raspberry Pi 4 RAM 4GB,Rp1.775.000
komputer-laptop,desktop-mini-pc,BEELINK SER3 AMD Ryzen 7 3750H MINI PC RAM 16GB DDR4 ROM 500GB Win 11,Rp5.299.000
komputer-laptop,desktop-mini-pc,CPU COMPUTER DUAL CORE 2GB RAM WINDOWS 7,Rp250.000
komputer-laptop,desktop-mini-pc,PC MINI DELL OPTIPLEX 704O CORE I5 6500 GEN6-RAM 8GB-SSD 256GB-WIN10,Rp2.290.000
komputer-laptop,desktop-mini-pc,Orange Pi R1 Plus LTS - 1GB,Rp588.000
komputer-laptop,desktop-mini-pc,PC Desktop Lenovo IdeaCentre 3 90SM007DiD i3-12100 4GB SSD256GB DOS,Rp7.700.000
komputer-laptop,desktop-mini-pc,"HP AIO 22-DD2010D i3-1215U 4GB 512SSD LED 21.5"" WIN11+OHS",Rp8.155.000
komputer-laptop,desktop-mini-pc,Pc Mini Lenovo M720Q i5 Gen 9 Ram 16GB Ssd 512GB Murah,Rp4.100.000
komputer-laptop,desktop-mini-pc,PC Rakitan EnterKomputer Gaming E-Sports Nemesis,Rp10.975.000
komputer-laptop,desktop-mini-pc,Pc Gaming AMD Athlon 200GE With Radeon Vega 3 #6,Rp1.300.000
